timestamp,open,high,low,close,volume
2026-03-09 00:45:00,66448.0,66564.0,66287.06,66370.01,170.94041
2026-03-09 01:00:00,66370.01,66433.42,66131.25,66363.19,513.76586
2026-03-09 01:15:00,66363.19,66650.74,66235.46,66480.85,1200.11345
2026-03-09 01:30:00,66480.84,66698.05,66401.25,66623.21,340.18594
2026-03-09 01:45:00,66623.2,66639.64,66182.2,66196.01,209.72357
2026-03-09 02:00:00,66196.01,66354.0,66009.1,66173.84,230.9937
2026-03-09 02:15:00,66173.84,66173.84,65959.0,66120.3,202.06127
2026-03-09 02:30:00,66120.3,66579.21,66092.63,66573.75,183.03765
2026-03-09 02:45:00,66573.75,66707.58,66529.07,66537.32,136.47852
2026-03-09 03:00:00,66537.32,67456.0,66512.88,67452.0,536.90699
2026-03-09 03:15:00,67451.99,67668.64,67092.77,67223.52,416.94076
2026-03-09 03:30:00,67223.52,67381.66,67072.4,67099.4,165.09674
2026-03-09 03:45:00,67099.4,67253.75,67050.0,67205.05,137.35033
2026-03-09 04:00:00,67205.06,67288.29,67166.42,67177.45,123.87137
2026-03-09 04:15:00,67177.44,67610.0,67170.22,67575.86,154.0371
2026-03-09 04:30:00,67575.86,67575.86,67411.1,67506.04,201.1562
2026-03-09 04:45:00,67506.03,67528.84,67093.09,67130.14,369.41295
2026-03-09 05:00:00,67131.1,67257.44,67113.02,67157.0,84.1515
2026-03-09 05:15:00,67157.01,67415.71,67130.49,67389.83,96.2716
2026-03-09 05:30:00,67389.82,67972.0,67348.61,67932.25,609.22602
2026-03-09 05:45:00,67932.25,68069.29,67812.86,67911.16,356.06236
2026-03-09 06:00:00,67911.15,67939.55,67573.7,67626.61,307.03175
2026-03-09 06:15:00,67626.61,67740.5,67486.95,67508.24,92.66817
2026-03-09 06:30:00,67508.24,67559.96,67283.0,67363.62,84.45417
2026-03-09 06:45:00,67363.63,67385.93,67236.78,67267.18,94.54898
2026-03-09 07:00:00,67267.18,67322.07,67126.35,67186.0,153.91422
2026-03-09 07:15:00,67186.0,67284.4,66853.48,67205.06,475.40699
2026-03-09 07:30:00,67205.07,67482.07,67204.24,67427.67,316.34371
2026-03-09 07:45:00,67427.67,67575.81,67373.82,67555.13,307.79097
2026-03-09 08:00:00,67555.13,67665.0,67444.65,67573.07,472.05182
2026-03-09 08:15:00,67573.07,67838.38,67391.89,67813.51,291.43452
2026-03-09 08:30:00,67813.51,67883.0,67678.22,67792.84,387.70301
2026-03-09 08:45:00,67792.84,67929.19,67716.62,67814.69,464.24194
2026-03-09 09:00:00,67814.69,67833.03,67566.65,67833.03,301.3109
2026-03-09 09:15:00,67833.03,68050.0,67797.69,68011.2,300.09232
2026-03-09 09:30:00,68011.19,68460.09,67904.78,68357.71,377.74211
2026-03-09 09:45:00,68357.71,68440.3,67940.5,67981.02,246.29308
2026-03-09 10:00:00,67981.03,68088.92,67884.14,67940.1,230.1868
2026-03-09 10:15:00,67940.11,67978.42,67798.22,67800.0,151.13727
2026-03-09 10:30:00,67799.99,67843.44,67588.0,67678.26,140.26713
2026-03-09 10:45:00,67678.27,67703.95,67556.72,67608.13,165.53124
2026-03-09 11:00:00,67608.13,67780.75,67581.56,67706.59,140.87181
2026-03-09 11:15:00,67706.59,67728.54,67344.45,67478.88,171.13855
2026-03-09 11:30:00,67478.88,67672.0,67464.73,67638.12,98.26718
2026-03-09 11:45:00,67638.11,67855.82,67585.28,67764.98,167.30858
2026-03-09 12:00:00,67764.99,67910.24,67759.57,67910.24,155.77728
2026-03-09 12:15:00,67910.24,68163.73,67871.34,68153.37,231.7937
2026-03-09 12:30:00,68153.36,68348.26,67979.2,68130.35,408.50976
2026-03-09 12:45:00,68130.35,68210.0,68019.24,68151.93,174.2478
2026-03-09 13:00:00,68151.93,68597.35,68133.93,68462.16,323.38978
2026-03-09 13:15:00,68462.16,68780.0,68188.0,68773.03,467.35238
2026-03-09 13:30:00,68773.03,69269.51,68732.0,69238.3,962.20333
2026-03-09 13:45:00,69238.29,69300.0,68802.73,68976.0,707.19113
2026-03-09 14:00:00,68975.8,69252.4,68696.28,68839.99,683.71806
2026-03-09 14:15:00,68839.99,69273.55,68839.99,69160.19,471.19289
2026-03-09 14:30:00,69160.18,69480.0,69097.0,69416.37,759.91162
2026-03-09 14:45:00,69416.37,69426.67,69062.0,69151.5,462.23545
2026-03-09 15:00:00,69151.5,69254.87,68977.43,69166.03,414.48731
2026-03-09 15:15:00,69166.02,69241.6,68978.22,69078.23,504.60012
2026-03-09 15:30:00,69078.23,69169.32,68740.18,68758.38,667.16672
2026-03-09 15:45:00,68758.37,69055.39,68717.86,68863.66,409.20223
2026-03-09 16:00:00,68863.67,69055.39,68735.82,68775.59,294.87064
2026-03-09 16:15:00,68775.6,69035.66,68740.39,68961.16,219.05047
2026-03-09 16:30:00,68961.16,69122.86,68614.47,69074.05,353.09269
2026-03-09 16:45:00,69074.01,69225.0,68888.47,68960.12,218.99737
2026-03-09 17:00:00,68960.12,69088.49,68882.49,68991.57,146.82524
2026-03-09 17:15:00,68991.57,69063.8,68607.24,68624.06,251.67326
2026-03-09 17:30:00,68624.05,68772.54,68270.34,68406.25,333.35689
2026-03-09 17:45:00,68406.25,68669.75,68400.17,68600.71,157.68514
2026-03-09 18:00:00,68600.71,68635.12,68179.12,68429.41,871.77149
2026-03-09 18:15:00,68429.41,68646.86,68417.21,68541.72,157.49945
2026-03-09 18:30:00,68541.72,68705.76,68478.0,68489.13,172.87613
2026-03-09 18:45:00,68489.12,68542.01,68323.17,68356.37,148.11219
2026-03-09 19:00:00,68356.37,68510.0,68356.37,68400.0,118.90416
2026-03-09 19:15:00,68400.0,69364.79,68372.03,69363.46,700.85967
2026-03-09 19:30:00,69363.46,69516.65,68780.0,68963.53,644.36373
2026-03-09 19:45:00,68963.52,69059.72,68823.84,68991.93,249.43867
2026-03-09 20:00:00,68991.93,69145.28,68879.72,69003.38,213.41889
2026-03-09 20:15:00,69003.37,69077.55,68922.76,68963.74,82.43457
2026-03-09 20:30:00,68963.75,68963.75,68817.24,68882.52,128.61764
2026-03-09 20:45:00,68882.52,69036.11,68762.2,68961.71,82.93314
2026-03-09 21:00:00,68961.15,69102.53,68954.0,69054.0,207.99508
2026-03-09 21:15:00,69054.0,69054.0,68837.11,68840.14,207.99696
2026-03-09 21:30:00,68840.15,69013.27,68660.94,68945.75,258.33693
2026-03-09 21:45:00,68945.75,69040.8,68904.45,68919.72,108.18862
2026-03-09 22:00:00,68919.71,69030.56,68683.44,68813.69,286.97698
2026-03-09 22:15:00,68813.7,68871.87,68719.06,68812.0,176.61879
2026-03-09 22:30:00,68812.0,68868.0,68602.25,68739.83,184.079
2026-03-09 22:45:00,68739.83,68761.23,68597.0,68635.88,295.37582
2026-03-09 23:00:00,68635.88,68694.73,68546.82,68645.32,201.24042
2026-03-09 23:15:00,68645.33,68645.33,68527.0,68594.92,130.64451
2026-03-09 23:30:00,68594.93,68619.9,68514.88,68549.11,119.81359
2026-03-09 23:45:00,68549.11,68570.1,68384.69,68432.16,213.75713
2026-03-10 00:00:00,68432.16,68505.97,68391.41,68415.0,170.94527
2026-03-10 00:15:00,68414.99,69026.88,68396.16,68980.01,409.88417
2026-03-10 00:30:00,68980.0,69220.83,68893.52,69195.56,392.83561
2026-03-10 00:45:00,69195.56,69290.42,69068.0,69157.37,160.37086
2026-03-10 01:00:00,69157.36,69253.53,69065.33,69108.0,156.39711
2026-03-10 01:15:00,69108.01,69155.66,68854.0,68975.69,103.98137
2026-03-10 01:30:00,68975.68,69086.74,68786.04,68982.86,354.10722
2026-03-10 01:45:00,68982.85,69389.06,68938.0,69260.01,458.8145
2026-03-10 02:00:00,69260.0,69371.13,69103.12,69227.25,260.36768
2026-03-10 02:15:00,69227.26,69387.15,69139.26,69371.03,138.97746
2026-03-10 02:30:00,69371.02,70439.17,69370.0,70320.17,1118.34713
2026-03-10 02:45:00,70320.16,70578.29,70249.51,70272.01,493.27253
2026-03-10 03:00:00,70272.0,70370.86,70029.2,70172.15,279.67294
2026-03-10 03:15:00,70172.14,70279.43,70087.72,70119.05,202.52239
2026-03-10 03:30:00,70119.04,70125.13,69846.49,69850.86,310.37076
2026-03-10 03:45:00,69850.87,69850.87,69390.0,69429.85,303.7057
2026-03-10 04:00:00,69429.85,69768.61,69429.85,69733.7,279.11054
2026-03-10 04:15:00,69733.7,69831.65,69584.7,69731.35,304.99097
2026-03-10 04:30:00,69731.36,70015.85,69731.35,69940.04,133.90816
2026-03-10 04:45:00,69940.03,70132.27,69808.21,70072.94,394.0426
2026-03-10 05:00:00,70072.95,70355.06,70015.84,70170.0,360.26137
2026-03-10 05:15:00,70170.0,70328.39,70017.8,70038.09,344.44184
2026-03-10 05:30:00,70038.1,70130.27,69915.41,69915.41,97.35434
2026-03-10 05:45:00,69915.42,69987.21,69885.71,69971.34,71.97591
2026-03-10 06:00:00,69971.34,69977.59,69826.61,69876.8,159.78841
2026-03-10 06:15:00,69876.8,70185.24,69750.62,70142.59,153.69295
2026-03-10 06:30:00,70142.59,70164.15,69950.83,69968.9,143.03476
2026-03-10 06:45:00,69968.9,70060.5,69870.76,69910.91,684.47539
2026-03-10 07:00:00,69910.91,70427.99,69805.7,70240.36,610.43456
2026-03-10 07:15:00,70240.35,70527.47,70226.0,70322.97,231.42909
2026-03-10 07:30:00,70322.96,70400.0,70287.2,70320.3,368.14142
2026-03-10 07:45:00,70320.29,70546.74,70262.92,70406.01,570.19964
2026-03-10 08:00:00,70406.01,70935.76,70369.0,70898.06,801.09743
2026-03-10 08:15:00,70899.36,70986.0,70745.0,70842.22,352.54999
2026-03-10 08:30:00,70842.23,71097.64,70842.23,70918.69,288.20248
2026-03-10 08:45:00,70918.68,70918.69,70611.42,70709.37,410.34994
2026-03-10 09:00:00,70709.37,70899.99,70653.24,70809.4,573.64518
2026-03-10 09:15:00,70809.4,71284.92,70747.51,71228.0,504.41972
2026-03-10 09:30:00,71228.0,71300.0,71050.0,71075.63,236.81895
2026-03-10 09:45:00,71075.64,71100.01,70926.75,71078.92,349.94758
2026-03-10 10:00:00,71078.92,71086.86,70853.03,70899.99,262.19441
2026-03-10 10:15:00,70899.99,70931.37,70738.99,70759.73,781.27918
2026-03-10 10:30:00,70759.72,70941.42,70675.91,70715.89,575.3257
2026-03-10 10:45:00,70715.89,70878.54,70660.89,70774.04,189.26218
2026-03-10 11:00:00,70774.04,70865.73,70607.4,70618.08,216.72241
2026-03-10 11:15:00,70618.08,70750.0,70563.33,70654.51,120.93671
2026-03-10 11:30:00,70654.51,70664.2,70540.4,70589.01,265.01396
2026-03-10 11:45:00,70589.01,70693.76,70542.06,70580.94,342.75148
2026-03-10 12:00:00,70580.95,70628.19,70354.38,70422.24,328.09318
2026-03-10 12:15:00,70422.24,70558.7,70355.15,70384.41,113.19519
2026-03-10 12:30:00,70384.4,70475.49,70290.88,70447.59,137.3246
2026-03-10 12:45:00,70447.59,70580.0,70446.0,70519.86,124.34182
2026-03-10 13:00:00,70519.86,70753.72,70519.86,70753.72,159.61312
2026-03-10 13:15:00,70753.72,70900.0,70662.05,70874.96,275.76204
2026-03-10 13:30:00,70874.96,70926.46,69723.25,69916.54,825.96294
2026-03-10 13:45:00,69916.54,70296.07,69790.29,69921.12,383.20906
2026-03-10 14:00:00,69921.12,70150.1,69421.41,69482.0,747.10432
2026-03-10 14:15:00,69482.0,69925.39,69266.06,69799.3,458.61385
2026-03-10 14:30:00,69799.3,70483.49,69791.2,70457.31,343.3712
2026-03-10 14:45:00,70457.31,71527.54,70392.0,71467.81,1004.64018
2026-03-10 15:00:00,71467.81,71777.0,71086.85,71198.89,775.78708
2026-03-10 15:15:00,71198.88,71454.81,70975.56,71348.01,375.96887
2026-03-10 15:30:00,71348.01,71625.83,70964.7,71119.17,504.19447
2026-03-10 15:45:00,71119.17,71381.33,70900.05,71346.16,442.92556
2026-03-10 16:00:00,71346.17,71424.0,70943.31,71145.98,332.09635
2026-03-10 16:15:00,71145.98,71700.0,71133.95,71364.42,451.88494
2026-03-10 16:30:00,71364.7,71448.45,71192.48,71382.63,288.53436
2026-03-10 16:45:00,71382.62,71391.95,71147.37,71268.59,218.82489
2026-03-10 17:00:00,71268.58,71452.0,71204.0,71258.1,211.92472
2026-03-10 17:15:00,71258.1,71366.01,70993.45,71046.31,342.01933
2026-03-10 17:30:00,71046.31,71234.29,70512.64,70688.65,571.10518
2026-03-10 17:45:00,70688.64,70966.56,70557.87,70868.61,258.58027
2026-03-10 18:00:00,70868.62,70914.9,70364.73,70373.64,225.6937
2026-03-10 18:15:00,70373.63,70581.16,70133.34,70318.02,484.63198
2026-03-10 18:30:00,70318.02,70450.86,69984.0,70063.27,757.30387
2026-03-10 18:45:00,70063.27,70227.52,69901.0,70013.87,369.77214
2026-03-10 19:00:00,70013.87,70172.92,69872.68,70068.14,233.78109
2026-03-10 19:15:00,70068.14,70290.0,69910.04,69973.93,240.59775
2026-03-10 19:30:00,69973.92,70105.75,69739.0,69990.2,206.01597
2026-03-10 19:45:00,69990.21,70083.2,69951.33,70043.63,312.21288
2026-03-10 20:00:00,70043.63,70250.0,70007.52,70112.68,167.47927
2026-03-10 20:15:00,70112.67,70270.71,70007.82,70251.2,74.87966
2026-03-10 20:30:00,70251.2,70350.0,70213.94,70307.83,161.85531
2026-03-10 20:45:00,70307.82,70311.3,70209.92,70235.6,267.67547
2026-03-10 21:00:00,70236.34,70417.3,70073.92,70097.6,127.32225
2026-03-10 21:15:00,70097.61,70171.56,69924.12,69941.48,187.83553
2026-03-10 21:30:00,69941.48,70048.62,69600.0,69746.41,345.79419
2026-03-10 21:45:00,69746.41,69827.59,69541.91,69763.01,169.91673
2026-03-10 22:00:00,69763.02,69869.9,69452.42,69609.97,330.12842
2026-03-10 22:15:00,69609.96,69757.19,69474.18,69601.21,268.75406
2026-03-10 22:30:00,69601.21,69688.79,69493.05,69606.0,115.12663
2026-03-10 22:45:00,69606.0,69766.92,69581.21,69721.58,223.19175
2026-03-10 23:00:00,69721.58,69853.84,69705.6,69797.19,213.30677
2026-03-10 23:15:00,69797.2,69866.0,69698.46,69821.37,249.07819
2026-03-10 23:30:00,69821.37,69960.89,69786.32,69931.68,406.99964
2026-03-10 23:45:00,69931.67,69981.8,69848.1,69948.63,295.77454
2026-03-11 00:00:00,69948.64,70083.69,69759.63,70050.08,181.95949
2026-03-11 00:15:00,70050.08,70161.2,69867.87,70055.16,308.41247
2026-03-11 00:30:00,70055.16,70055.16,69807.5,69838.71,142.53898
2026-03-11 00:45:00,69838.71,70173.25,69838.71,70044.87,96.01867
2026-03-11 01:00:00,70044.87,70144.0,69978.59,70033.02,403.07119
2026-03-11 01:15:00,70033.01,70138.56,69966.33,70095.71,351.77691
2026-03-11 01:30:00,70095.71,70099.0,69880.0,69955.98,121.23967
2026-03-11 01:45:00,69955.99,70127.0,69906.18,70071.26,71.16102
2026-03-11 02:00:00,70071.26,70119.59,69991.29,69991.3,263.21634
2026-03-11 02:15:00,69991.3,70067.21,69919.29,69968.58,623.75681
2026-03-11 02:30:00,69968.59,69968.59,69614.0,69689.99,443.90114
2026-03-11 02:45:00,69690.0,69873.6,69615.92,69810.72,282.00119
2026-03-11 03:00:00,69810.73,69887.11,69669.88,69698.81,302.11368
2026-03-11 03:15:00,69698.81,69711.36,69496.53,69527.22,237.90953
2026-03-11 03:30:00,69525.65,69631.78,69512.73,69525.0,206.20184
2026-03-11 03:45:00,69525.0,69641.64,69488.7,69551.91,367.18904
2026-03-11 04:00:00,69551.91,69668.47,69501.55,69645.82,185.9441
2026-03-11 04:15:00,69645.81,69986.81,69640.0,69980.15,246.99182
2026-03-11 04:30:00,69980.15,70035.24,69919.83,69995.01,146.47772
2026-03-11 04:45:00,69995.01,70281.87,69978.27,70130.99,180.00236
2026-03-11 05:00:00,70130.99,70200.96,70000.1,70007.62,114.02782
2026-03-11 05:15:00,70007.62,70020.63,69880.0,69943.67,71.67513
2026-03-11 05:30:00,69943.67,69954.93,69420.0,69538.41,411.84495
2026-03-11 05:45:00,69538.42,69625.92,69486.37,69510.36,160.26588
2026-03-11 06:00:00,69510.37,69725.66,69500.01,69717.44,129.22035
2026-03-11 06:15:00,69717.43,69821.48,69678.04,69804.18,87.42497
2026-03-11 06:30:00,69804.19,69934.41,69804.19,69830.9,74.49423
2026-03-11 06:45:00,69830.91,69996.0,69712.24,69950.01,100.59806
2026-03-11 07:00:00,69950.01,70018.49,69881.25,69891.19,87.697
2026-03-11 07:15:00,69891.19,69908.75,69764.62,69791.28,230.6788
2026-03-11 07:30:00,69791.29,69791.29,69500.67,69519.99,341.73456
2026-03-11 07:45:00,69520.0,69744.88,69510.28,69648.29,511.46689
2026-03-11 08:00:00,69648.28,69771.48,69590.83,69629.56,121.5724
2026-03-11 08:15:00,69629.56,69641.65,69500.0,69503.53,121.78426
2026-03-11 08:30:00,69503.54,69786.32,69500.0,69672.71,154.67181
2026-03-11 08:45:00,69672.71,69695.01,69501.21,69662.24,274.53018
2026-03-11 09:00:00,69662.24,69664.8,69538.41,69538.42,65.3182
2026-03-11 09:15:00,69538.42,69664.37,69531.57,69531.57,392.2041
2026-03-11 09:30:00,69531.57,69636.31,69384.5,69553.75,381.45279
2026-03-11 09:45:00,69553.75,69752.06,69397.97,69466.75,100.08143
2026-03-11 10:00:00,69466.75,69528.0,69390.91,69502.63,119.86762
2026-03-11 10:15:00,69502.63,69597.9,69425.12,69500.0,309.61734
2026-03-11 10:30:00,69499.99,69726.45,69476.9,69683.21,260.84807
2026-03-11 10:45:00,69683.21,69703.19,69576.79,69604.9,338.01094
2026-03-11 11:00:00,69604.9,69755.1,69535.05,69595.68,455.27741
2026-03-11 11:15:00,69595.69,69647.95,69417.37,69447.45,130.67704
2026-03-11 11:30:00,69447.45,69553.69,69391.36,69446.96,67.48543
2026-03-11 11:45:00,69446.96,69506.0,69150.28,69173.0,245.33266
2026-03-11 12:00:00,69172.99,69256.0,68977.91,69152.82,295.10058
2026-03-11 12:15:00,69152.82,69447.26,69152.82,69427.3,132.32221
2026-03-11 12:30:00,69427.3,69777.66,69179.66,69251.26,452.46874
2026-03-11 12:45:00,69251.27,69399.98,69152.57,69361.13,165.74916
2026-03-11 13:00:00,69361.13,69978.99,69331.04,69860.64,468.46242
2026-03-11 13:15:00,69860.64,70378.78,69804.07,70219.78,511.05658
2026-03-11 13:30:00,70219.79,71091.18,70204.0,70442.0,1028.10533
2026-03-11 13:45:00,70442.01,70562.38,69793.17,70186.09,639.69715
2026-03-11 14:00:00,70186.08,70794.39,69906.77,70228.02,928.16055
2026-03-11 14:15:00,70228.01,70698.64,70175.18,70664.16,462.00674
2026-03-11 14:30:00,70664.17,70966.19,70446.62,70842.71,484.10953
2026-03-11 14:45:00,70842.72,70987.0,70501.78,70578.7,377.49976
2026-03-11 15:00:00,70578.7,70654.43,69994.73,70147.69,506.49634
2026-03-11 15:15:00,70147.69,70471.6,70035.33,70206.0,406.03635
2026-03-11 15:30:00,70206.0,70265.95,69702.25,70065.33,499.79431
2026-03-11 15:45:00,70065.33,70327.64,69878.34,70227.91,432.3693
2026-03-11 16:00:00,70227.92,70474.11,70161.78,70455.06,484.47082
2026-03-11 16:15:00,70455.07,70596.51,70278.97,70463.49,318.37742
2026-03-11 16:30:00,70463.49,70782.0,70451.89,70749.87,527.53505
2026-03-11 16:45:00,70749.87,70826.39,70495.99,70570.71,507.54075
2026-03-11 17:00:00,70570.71,71000.0,70560.08,70872.48,506.99072
2026-03-11 17:15:00,70872.47,71312.15,70846.49,71252.42,785.01779
2026-03-11 17:30:00,71252.42,71321.0,70512.01,70822.08,525.23742
2026-03-11 17:45:00,70822.07,70961.27,70636.35,70785.99,304.96058
2026-03-11 18:00:00,70785.99,70880.4,70649.66,70751.99,321.64022
2026-03-11 18:15:00,70751.99,70895.31,70614.0,70703.99,253.3812
2026-03-11 18:30:00,70703.99,70752.07,70415.27,70512.48,306.86584
2026-03-11 18:45:00,70512.48,70777.17,70428.48,70617.64,252.24685
2026-03-11 19:00:00,70617.63,70631.89,70375.68,70473.38,290.77719
2026-03-11 19:15:00,70473.38,70565.69,70377.46,70526.47,129.12221
2026-03-11 19:30:00,70526.47,70742.38,70477.86,70674.86,133.5458
2026-03-11 19:45:00,70674.87,70722.0,70570.7,70641.82,90.78631
2026-03-11 20:00:00,70641.81,70645.68,70434.03,70434.15,110.40646
2026-03-11 20:15:00,70434.15,70510.5,70394.23,70439.89,76.08554
2026-03-11 20:30:00,70439.9,70566.2,70439.89,70547.7,54.76489
2026-03-11 20:45:00,70547.69,70700.0,70462.22,70634.96,142.08807
2026-03-11 21:00:00,70634.96,70776.71,70499.94,70544.93,156.91614
2026-03-11 21:15:00,70544.93,70598.58,70514.24,70543.63,109.10439
2026-03-11 21:30:00,70543.62,70675.6,70541.61,70542.0,239.26973
2026-03-11 21:45:00,70541.99,70777.17,70539.6,70741.26,71.13657
2026-03-11 22:00:00,70741.27,70950.0,70659.96,70809.03,114.46677
2026-03-11 22:15:00,70809.03,70809.03,70470.08,70489.55,157.64034
2026-03-11 22:30:00,70489.55,70526.85,70289.57,70355.99,502.93658
2026-03-11 22:45:00,70356.0,70495.4,70241.53,70373.01,323.22143
2026-03-11 23:00:00,70373.01,70505.0,70373.0,70458.88,115.26475
2026-03-11 23:15:00,70458.72,70458.72,70316.06,70367.12,84.66468
2026-03-11 23:30:00,70367.12,70424.0,70209.24,70251.89,139.69799
2026-03-11 23:45:00,70251.89,70300.0,70125.83,70191.86,301.93558
2026-03-12 00:00:00,70191.86,70316.14,70130.23,70267.67,169.6338
2026-03-12 00:15:00,70267.68,70353.87,70177.86,70252.5,368.57964
2026-03-12 00:30:00,70252.49,70340.85,70138.02,70285.69,73.89325
2026-03-12 00:45:00,70285.7,70293.9,70191.94,70225.34,45.98694
2026-03-12 01:00:00,70225.34,70226.94,69885.0,69915.66,146.83085
2026-03-12 01:15:00,69915.67,69995.99,69874.87,69897.58,212.62338
2026-03-12 01:30:00,69897.58,69984.99,69794.35,69964.96,181.94987
2026-03-12 01:45:00,69964.97,69997.22,69754.94,69841.31,219.14853
2026-03-12 02:00:00,69841.3,69887.93,69758.27,69785.46,83.63631
2026-03-12 02:15:00,69785.45,69824.0,69511.86,69605.45,168.50985
2026-03-12 02:30:00,69605.45,69643.46,69357.8,69459.7,368.05141
2026-03-12 02:45:00,69459.71,69487.0,69226.52,69286.56,122.19172
2026-03-12 03:00:00,69286.55,69420.0,69246.23,69367.3,92.67346
2026-03-12 03:15:00,69367.31,69500.0,69361.35,69420.01,94.24323
2026-03-12 03:30:00,69420.0,69628.25,69401.37,69561.36,115.03807
2026-03-12 03:45:00,69561.36,69561.36,69285.71,69446.61,113.18366
2026-03-12 04:00:00,69446.61,69676.88,69446.6,69586.84,126.71427
2026-03-12 04:15:00,69586.84,69609.87,69458.89,69485.49,55.16757
2026-03-12 04:30:00,69485.49,69485.49,69300.0,69384.55,69.07982
2026-03-12 04:45:00,69384.56,69410.4,69296.43,69372.0,185.72042
2026-03-12 05:00:00,69372.0,69478.21,69327.89,69341.1,125.8825
2026-03-12 05:15:00,69341.11,69421.03,69205.91,69256.95,211.99863
2026-03-12 05:30:00,69256.95,69539.61,69252.56,69511.01,219.49738
2026-03-12 05:45:00,69511.01,69519.7,69400.0,69480.54,177.36192
2026-03-12 06:00:00,69480.54,69480.54,69315.63,69453.84,197.57703
2026-03-12 06:15:00,69453.84,69561.84,69407.56,69536.39,235.83903
2026-03-12 06:30:00,69536.4,69549.72,69400.0,69484.52,69.7236
2026-03-12 06:45:00,69484.52,69537.73,69392.76,69501.44,216.62928
2026-03-12 07:00:00,69501.45,69525.12,69408.88,69495.6,130.63169
2026-03-12 07:15:00,69495.6,69640.46,69469.4,69606.4,142.4853
2026-03-12 07:30:00,69606.4,69760.86,69600.0,69675.68,232.38727
2026-03-12 07:45:00,69675.69,69865.98,69675.68,69826.19,325.27771
2026-03-12 08:00:00,69826.19,69965.01,69721.0,69772.39,240.07002
2026-03-12 08:15:00,69772.39,70116.37,69744.05,69807.85,310.51845
2026-03-12 08:30:00,69807.84,69902.32,69698.33,69831.0,505.5466
2026-03-12 08:45:00,69831.0,69943.63,69772.69,69917.37,190.19375
2026-03-12 09:00:00,69917.36,69918.24,69691.14,69790.15,286.28052
2026-03-12 09:15:00,69790.15,69790.15,69580.0,69678.29,438.89692
2026-03-12 09:30:00,69678.29,70327.61,69678.29,70278.4,325.79323
2026-03-12 09:45:00,70278.39,70400.0,69854.71,69952.51,233.34495
2026-03-12 10:00:00,69952.51,70062.71,69856.0,69965.88,115.2947
2026-03-12 10:15:00,69965.89,70202.85,69953.04,70149.15,207.07264
2026-03-12 10:30:00,70149.14,70460.01,70138.81,70378.63,238.345
2026-03-12 10:45:00,70378.63,70511.0,70262.35,70412.11,350.32668
2026-03-12 11:00:00,70412.1,70540.17,70367.97,70416.38,311.11159
2026-03-12 11:15:00,70416.37,70633.66,70385.99,70557.24,299.90138
2026-03-12 11:30:00,70557.24,70748.82,70458.86,70685.14,349.01956
2026-03-12 11:45:00,70685.14,70800.0,70405.45,70427.91,247.66808
2026-03-12 12:00:00,70427.9,70471.38,70277.38,70366.61,261.70491
2026-03-12 12:15:00,70366.54,70483.99,70326.49,70420.58,267.2048
2026-03-12 12:30:00,70420.59,70477.57,70286.02,70459.01,124.75582
2026-03-12 12:45:00,70459.02,70617.66,70335.99,70381.8,193.85248
2026-03-12 13:00:00,70381.8,70534.65,70340.39,70413.04,101.69953
2026-03-12 13:15:00,70413.05,70429.09,69990.0,70111.28,247.46363
2026-03-12 13:30:00,70111.27,70462.76,69942.93,70079.52,356.92908
2026-03-12 13:45:00,70079.34,70142.65,69645.0,69972.15,634.68316
2026-03-12 14:00:00,69972.2,70417.68,69964.56,70381.33,499.30413
2026-03-12 14:15:00,70381.33,70660.69,69923.03,69953.32,663.51375
2026-03-12 14:30:00,69953.32,70002.7,69383.0,69589.99,609.51151
2026-03-12 14:45:00,69590.0,69772.72,69355.34,69590.09,358.34903
2026-03-12 15:00:00,69590.09,69772.75,69476.14,69750.0,263.51594
2026-03-12 15:15:00,69750.0,70430.81,69703.24,70299.22,583.36467
2026-03-12 15:30:00,70299.21,70565.43,70142.38,70379.45,560.96429
2026-03-12 15:45:00,70379.44,70500.0,70234.13,70334.88,370.65973
2026-03-12 16:00:00,70334.89,70500.0,69905.71,70122.87,404.34135
2026-03-12 16:15:00,70122.86,70569.15,70053.13,70063.65,342.50333
2026-03-12 16:30:00,70063.64,70471.3,70040.0,70381.51,306.81039
2026-03-12 16:45:00,70381.5,70519.99,70245.24,70381.16,217.7628
2026-03-12 17:00:00,70381.15,70547.19,70344.82,70429.76,168.42516
2026-03-12 17:15:00,70429.75,70528.0,70202.84,70300.01,227.27976
2026-03-12 17:30:00,70300.01,70444.64,70242.75,70360.87,250.36252
2026-03-12 17:45:00,70360.87,70418.2,70076.16,70212.06,197.86807
2026-03-12 18:00:00,70212.05,70303.51,70073.81,70202.85,139.05091
2026-03-12 18:15:00,70202.84,70273.28,69877.88,70019.71,210.73302
2026-03-12 18:30:00,70019.71,70100.0,69870.95,69924.69,225.65876
2026-03-12 18:45:00,69924.69,69943.0,69800.0,69819.64,167.41529
2026-03-12 19:00:00,69819.64,69954.65,69770.85,69934.87,143.23639
2026-03-12 19:15:00,69934.88,70220.72,69934.87,70209.97,247.3252
2026-03-12 19:30:00,70209.98,70348.0,70202.16,70311.3,136.86743
2026-03-12 19:45:00,70311.29,70548.81,70264.83,70432.32,230.41762
2026-03-12 20:00:00,70432.33,70555.2,70356.0,70400.0,138.45176
2026-03-12 20:15:00,70399.99,70422.26,70261.06,70307.03,331.16732
